Id;Role;Name;Squad;Price;MyRating;Mate;Regularness;FVM;Pg22_23;Mv22_23;Mf22_23;Pg21_22;Mv21_22;Mf21_22;Pg20_21;Mv20_21;Mf20_21;Pg19_20;Mv19_20;Mf19_20;Pg18_19;Mv18_19;Mf18_19
188;P;Leali;Genoa;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
219;P;Sommariva;Genoa;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2593;D;Martin;Genoa;8;3.0;Sabelli;3;12;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5365;D;Dragusin;Genoa;6;1.7;;5;12;0;0.0;0.0;18;5.72;5.67;1;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5514;D;Vasquez;Genoa;6;1.6;;5;7;23;5.78;5.76;28;5.89;5.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
791;D;Sabelli;Genoa;5;2.3;Martin;4;12;0;0.0;0.0;7;5.71;5.5;0;0.0;0.0;36;5.89;5.85;0;0.0;0.0
2083;D;Biraschi;Genoa;4;1.0;;3;3;0;0.0;0.0;14;5.61;5.46;13;5.77;5.69;24;5.65;5.46;34;5.81;5.68
6245;D;Vogliacco;Genoa;4;1.0;;2;4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2285;D;Bani;Genoa;3;1.6;;3;6;0;0.0;0.0;17;6.0;5.97;26;5.68;5.48;27;5.96;6.19;30;5.65;5.43
5748;D;Hefti;Genoa;3;1.0;;1;4;0;0.0;0.0;16;5.81;5.78;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5695;D;Haps;Genoa;2;1.6;;1;4;0;0.0;0.0;25;5.84;5.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5739;D;De Winter;Genoa;2;1.0;;1;6;13;5.73;5.62;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6244;D;Matturro;Genoa;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4427;C;Malinovskyi;Genoa;15;4.1;;5;62;12;6.0;6.38;29;6.26;6.88;36;6.39;7.44;34;6.27;6.91;0;0.0;0.0
5800;C;Gudmundsson A.;Genoa;14;4.0;;5;63;0;0.0;0.0;11;5.68;5.82;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4404;C;Thorsby;Genoa;8;2.5;Badelj;3;18;0;0.0;0.0;35;5.86;6.0;33;6.03;6.18;24;5.74;5.63;0;0.0;0.0
4970;C;Messias;Genoa;8;3.8;;3;28;25;6.0;6.62;26;6.0;6.62;36;6.24;6.99;0;0.0;0.0;0;0.0;0.0
5791;C;Frendrup;Genoa;7;2.0;;4;13;0;0.0;0.0;10;5.8;5.75;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
470;C;Strootman;Genoa;6;2.7;;4;8;0;0.0;0.0;9;5.72;5.5;18;6.17;6.14;0;0.0;0.0;1;5.5;5.5
170;C;Badelj;Genoa;5;1.4;Thorsby;4;7;0;0.0;0.0;34;5.76;5.79;30;6.14;6.22;22;5.65;5.72;23;5.82;5.73
6479;C;Kutlu;Genoa;4;1.0;;2;6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4384;C;Jagiello;Genoa;2;1.0;;1;5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;11;6.0;6.2;0;0.0;0.0
6228;A;Retegui;Genoa;23;4.0;;5;128;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5506;A;Ekuban;Genoa;3;1.0;;2;2;0;0.0;0.0;29;5.71;5.84;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
281;A;Puscas;Genoa;1;1.0;;1;2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6247;A;Yalcin;Genoa;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2428;P;Sommer;Inter;16;5.0;;5;67;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
761;P;Audero;Inter;1;1.8;;1;1;25;6.3;4.88;29;6.12;4.53;37;6.38;5.11;36;6.03;4.29;36;6.04;4.65
1926;P;Di Gennaro;Inter;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
254;D;Dimarco;Inter;20;4.5;Carlos Augusto;4;81;33;6.21;6.7;25;6.12;6.34;35;6.14;6.57;16;6.0;5.94;13;6.14;6.23
5877;D;Carlos Augusto;Inter;17;4.6;Dimarco;3;42;35;6.16;6.76;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2120;D;Bastoni;Inter;14;3.9;;5;48;29;6.12;6.14;31;6.21;6.31;33;6.11;6.08;25;5.98;6.04;24;5.95;6.05
5513;D;Dumfries;Inter;14;4.1;Cuadrado;4;47;34;5.91;6.0;32;6.22;6.77;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4177;D;Pavard;Inter;14;5.0;Darmian;4;48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2525;D;Darmian;Inter;12;4.0;Pavard;3;23;27;6.06;6.19;23;6.13;6.35;29;6.2;6.63;33;5.92;5.95;0;0.0;0.0
513;D;Acerbi;Inter;10;3.3;De Vrij;4;32;31;6.0;5.97;29;5.95;6.31;32;6.05;5.94;36;6.26;6.43;37;6.14;6.31
697;D;Cuadrado;Inter;10;3.7;Dumfries;3;34;30;5.85;5.92;32;6.3;6.62;30;6.31;6.64;33;6.05;6.18;18;5.78;5.97
322;D;De Vrij;Inter;8;2.7;Acerbi;3;13;25;5.94;5.98;28;5.8;5.68;32;6.22;6.28;34;6.29;6.6;28;6.07;6.18
6217;D;Bisseck;Inter;3;1.0;;2;6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
1870;C;Barella;Inter;20;4.6;;5;78;35;6.26;6.86;36;6.49;6.92;36;6.29;6.61;27;6.07;6.09;35;6.13;6.07
2194;C;Calhanoglu;Inter;17;4.2;;5;69;33;6.36;6.74;33;6.36;7.2;33;6.27;6.85;35;6.3;7.24;36;5.91;6.27
2848;C;Frattesi;Inter;17;3.8;Mkhitaryan;3;54;36;6.26;6.79;36;6.08;6.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2529;C;Mkhitaryan;Inter;13;4.2;Frattesi;4;42;31;6.1;6.39;31;6.21;6.82;34;6.32;7.74;22;6.25;7.59;0;0.0;0.0
4182;C;Klaassen;Inter;9;3.0;;3;18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
1978;C;Sensi;Inter;6;2.7;;2;10;27;6.02;6.26;14;5.93;6.11;18;6.0;5.91;12;6.29;7.04;28;6.05;6.27
5719;C;Asllani;Inter;3;1.8;;2;8;13;5.92;5.85;18;6.0;6.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2764;A;Martinez L.;Inter;40;4.8;;5;436;37;6.42;8.16;33;6.38;8.02;38;6.46;7.87;35;6.21;7.29;27;6.07;6.84
4871;A;Thuram;Inter;25;4.0;Arnautovic;4;180;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4268;A;Arnautovic;Inter;23;3.6;Thuram;3;122;21;6.38;7.74;32;6.28;7.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2475;A;Sanchez;Inter;14;3.6;;3;44;0;0.0;0.0;22;6.14;6.91;30;6.38;7.34;22;6.44;7.5;0;0.0;0.0
453;P;Szczesny;Juventus;15;4.7;;5;71;28;6.11;5.18;33;6.12;5.48;30;6.22;5.38;29;6.19;5.14;28;6.14;5.54
218;P;Perin;Juventus;3;1.4;;3;5;11;6.41;6.05;5;6.1;4.7;32;6.25;4.83;21;6.12;4.29;9;5.89;4.94
1930;P;Pinsoglio;Juventus;1;1.0;;1;1;0;0.0;0.0;1;6.5;5.5;1;6.0;5.0;1;6.0;6.0;1;5.5;3.5
4237;D;Danilo;Juventus;16;4.2;;5;52;37;6.2;6.46;21;6.14;6.24;34;6.29;6.41;22;5.77;5.95;0;0.0;0.0
2788;D;Bremer;Juventus;13;4.6;;5;52;30;6.05;6.35;33;6.39;6.59;33;6.08;6.5;27;5.78;6.0;5;5.75;5.5
5520;D;Cambiaso;Juventus;7;3.4;Kostic;4;22;31;5.97;6.03;25;5.94;6.12;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
662;D;Alex Sandro;Juventus;6;2.3;Gatti;3;12;23;5.61;5.52;27;5.76;5.67;26;6.06;6.23;29;5.97;6.07;31;6.05;6.14
5831;D;Gatti;Juventus;6;2.3;Alex Sandro;4;12;16;5.94;5.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
294;D;Rugani;Juventus;2;2.1;;2;6;7;6.0;6.0;12;5.96;5.88;16;5.79;6.04;10;5.31;5.19;15;5.93;6.23
358;D;De Sciglio;Juventus;2;1.9;;2;6;17;5.76;5.76;16;6.06;6.25;1;6.0;6.0;9;6.0;5.93;22;6.02;6.02
6433;D;Huijsen;Juventus;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2379;C;Rabiot;Juventus;22;3.8;;5;96;32;6.3;7.03;29;5.71;5.69;34;5.8;6.09;28;5.91;5.93;0;0.0;0.0
4711;C;Kostic;Juventus;14;3.6;Cambiaso;3;30;36;6.11;6.6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4465;C;Fagioli;Juventus;12;3.6;Pogba;4;30;23;6.13;6.59;0;0.0;0.0;1;6.0;6.0;0;0.0;0.0;0;0.0;0.0
303;C;Pogba;Juventus;12;3.0;Fagioli;3;28;5;6.0;6.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
827;C;Locatelli;Juventus;11;3.3;;5;29;31;6.15;6.08;29;6.16;6.47;34;6.28;6.53;33;6.24;6.17;29;5.94;6.21
4662;C;Weah;Juventus;10;3.0;;4;32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4973;C;Mckennie;Juventus;8;2.6;;3;17;15;5.7;5.97;19;6.18;6.63;34;6.17;6.61;0;0.0;0.0;0;0.0;0.0
5813;C;Miretti;Juventus;5;2.0;;2;11;25;5.96;6.02;4;6.0;6.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6112;C;Iling Junior;Juventus;5;2.0;;1;12;8;6.19;6.62;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4349;C;Nicolussi Caviglia;Juventus;1;1.0;;1;2;11;5.73;5.91;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;6.0;6.0
2841;A;Vlahovic;Juventus;28;4.6;Milik;4;342;25;6.06;7.16;36;6.4;8.35;37;6.27;8.01;30;5.91;6.46;10;5.62;5.62
2002;A;Chiesa;Juventus;19;3.6;;5;142;21;6.12;6.6;14;6.21;6.79;32;6.45;7.43;34;6.31;7.15;37;6.24;6.73
2012;A;Milik;Juventus;18;3.3;Vlahovic;3;92;27;6.09;6.74;0;0.0;0.0;0;0.0;0.0;26;6.1;7.27;35;6.07;7.53
2097;A;Kean;Juventus;10;2.9;;2;20;23;5.89;6.52;25;5.96;6.56;0;0.0;0.0;0;0.0;0.0;13;6.35;8.05
6434;A;Yildiz;Juventus;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2814;P;Provedel;Lazio;15;3.4;;5;60;38;6.26;5.46;31;6.26;4.48;29;6.05;4.24;0;0.0;0.0;16;5.84;3.59
159;P;Sepe;Lazio;1;1.8;;1;1;17;6.29;5.15;16;6.22;4.66;36;6.0;3.89;34;6.26;4.96;37;6.09;4.43
6482;P;Mandas;Lazio;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
460;D;Romagnoli;Lazio;13;3.6;;5;36;34;6.21;6.29;17;6.0;6.0;22;5.98;6.0;35;6.11;6.14;32;6.27;6.28
5498;D;Casale;Lazio;10;2.9;;5;22;29;6.0;6.03;34;5.85;5.75;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
140;D;Hysaj;Lazio;7;2.4;Lazzari;4;15;30;5.97;6.05;27;5.63;5.69;24;5.93;5.93;20;5.87;6.05;27;5.76;5.76
2188;D;Marusic;Lazio;7;2.4;Hysaj;4;15;33;6.02;5.92;33;5.65;5.65;36;5.79;5.94;15;6.14;6.54;26;5.8;5.88
2263;D;Lazzari;Lazio;6;3.0;Hysaj;3;16;26;6.0;5.77;27;5.91;6.3;32;6.12;6.34;32;6.19;6.16;33;6.35;6.48
327;D;Patric;Lazio;4;1.4;;2;5;17;6.12;6.09;21;5.76;5.71;25;5.72;5.59;21;5.83;5.74;15;5.75;5.71
2728;D;Pellegrini Lu.;Lazio;4;2.2;;3;8;3;6.17;5.83;17;6.09;5.97;11;5.59;5.41;24;6.04;6.04;16;5.91;5.84
5833;D;Gila;Lazio;1;1.0;;1;2;2;5.5;5.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
632;C;Zaccagni;Lazio;26;4.7;;5;155;35;6.54;7.44;30;6.3;6.93;36;6.3;6.79;34;6.11;6.36;0;0.0;0.0
2085;C;Luis Alberto;Lazio;22;4.8;;5;116;34;6.34;6.93;34;6.15;6.81;34;6.31;7.03;36;6.46;7.31;27;5.98;6.48
335;C;Felipe Anderson;Lazio;22;4.8;Isaksen;4;128;38;6.25;7.0;38;6.14;6.8;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5948;C;Kamada;Lazio;15;4.0;Guendouzi;4;66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4186;C;Guendouzi;Lazio;13;4.0;Kamada;3;34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
333;C;Cataldi;Lazio;8;2.2;Rovella;4;12;28;5.98;5.93;30;6.03;6.08;19;5.73;5.58;21;6.09;6.22;12;6.09;6.64
181;C;Vecino;Lazio;6;2.3;;3;7;30;5.95;6.05;10;6.0;6.25;8;6.38;7.38;20;5.97;6.25;30;5.85;6.07
4459;C;Rovella;Lazio;4;2.4;Cataldi;3;10;25;6.1;6.16;20;6.1;6.12;20;5.83;5.83;2;6.0;6.0;0;0.0;0.0
5674;C;Basic;Lazio;3;1.9;;2;6;14;6.0;6.18;20;5.85;5.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
785;A;Immobile;Lazio;31;4.6;;5;327;29;6.22;7.48;31;6.6;9.02;35;6.23;7.7;37;6.57;9.49;36;6.04;7.41
6226;A;Castellanos;Lazio;12;2.0;;3;28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2489;A;Pedro;Lazio;11;2.9;;2;18;36;6.12;6.53;32;6.25;7.14;27;5.88;6.44;0;0.0;0.0;0;0.0;0.0
6398;A;Isaksen;Lazio;11;2.0;Felipe Anderson;3;21;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2134;P;Falcone;Lecce;9;3.6;;5;22;38;6.25;5.09;10;6.45;4.95;0;0.0;0.0;2;6.0;3.25;0;0.0;0.0
4351;P;Brancolini;Lecce;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.0;0.0;0;0.0;0.0
6406;P;Borbei;Lecce;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5835;D;Baschirotto;Lecce;11;4.0;;5;36;37;6.07;6.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4502;D;Gallo;Lecce;6;1.4;;5;9;31;5.82;5.65;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5867;D;Gendrey;Lecce;6;2.0;Venuti;4;8;36;5.88;5.85;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5603;D;Pongracic;Lecce;5;1.0;;5;6;9;6.0;5.89;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2174;D;Venuti;Lecce;3;1.0;Gendrey;3;5;16;5.72;5.66;21;5.79;5.6;28;5.67;5.58;16;5.81;5.73;0;0.0;0.0
6257;D;Dorgu;Lecce;3;2.0;;2;8;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6465;D;Touba;Lecce;3;1.0;;2;5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
139;D;Dermaku;Lecce;1;2.3;;1;1;1;5.5;5.5;0;0.0;0.0;2;5.75;5.75;16;6.07;6.0;0;0.0;0.0
6223;D;Smajlovic;Lecce;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4486;C;Strefezza;Lecce;18;4.4;;5;77;34;6.31;6.97;0;0.0;0.0;0;0.0;0.0;32;5.91;5.92;0;0.0;0.0
6394;C;Ramadani;Lecce;7;2.0;;5;11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5869;C;Blin;Lecce;6;1.6;;3;5;34;5.94;5.91;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5999;C;Gonzalez J.;Lecce;6;2.0;Kaba;3;9;34;5.96;5.91;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6061;C;Oudin;Lecce;6;2.7;;2;9;25;5.98;6.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6222;C;Rafia;Lecce;6;2.0;;5;16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6410;C;Kaba;Lecce;6;1.0;Gonzalez J.;4;7;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6168;C;Faticanti;Lecce;1;1.0;;1;6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6435;A;Krstovic;Lecce;13;3.0;;5;66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6207;A;Almqvist;Lecce;11;2.0;Banda;4;28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6001;A;Banda;Lecce;9;2.0;Almqvist;3;16;32;6.05;6.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4359;A;Piccoli;Lecce;7;2.1;;3;8;16;5.84;6.22;8;5.69;6.06;20;6.07;7.14;1;5.5;5.5;2;5.5;5.5
6418;A;Burnete;Lecce;1;1.0;;1;2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6419;A;Corfitzen;Lecce;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4312;P;Maignan;Milan;17;5.0;;5;89;22;6.16;5.34;32;6.27;5.62;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4;P;Sportiello;Milan;1;1.8;;1;1;15;6.13;4.73;5;6.3;5.3;15;6.23;5.03;6;6.17;5.33;35;6.11;4.21
41;P;Mirante;Milan;1;1.6;;1;1;0;0.0;0.0;0;0.0;0.0;13;6.15;4.85;5;6.5;5.5;11;6.55;6.27
4292;D;Hernandez T.;Milan;18;4.7;;5;88;32;6.11;6.41;32;6.3;6.69;33;6.21;6.86;33;6.33;6.73;0;0.0;0.0
4751;D;Tomori;Milan;13;3.7;;5;43;33;6.08;6.09;31;6.29;6.23;17;6.26;6.44;0;0.0;0.0;0;0.0;0.0
6055;D;Thiaw;Milan;11;2.0;Kjaer;4;27;19;5.92;5.79;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
357;D;Calabria;Milan;10;3.4;Kalulu;4;22;23;5.96;6.09;26;6.15;6.42;32;6.23;6.28;25;5.76;5.8;26;5.9;5.96
4976;D;Kalulu;Milan;7;2.5;Calabria;3;15;32;5.75;5.78;24;6.33;6.46;13;5.65;5.9;0;0.0;0.0;0;0.0;0.0
2633;D;Kjaer;Milan;3;2.4;Thiaw;3;8;14;5.96;5.82;10;6.2;5.9;28;6.27;6.25;20;6.0;5.9;0;0.0;0.0
464;D;Florenzi;Milan;2;2.5;;1;5;4;5.88;5.75;20;6.12;6.4;0;0.0;0.0;14;6.0;5.88;29;6.03;6.31
6460;D;Pellegrino;Milan;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2423;C;Pulisic;Milan;20;5.0;Chukwueze;4;126;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4856;C;Chukwueze;Milan;19;5.0;Pulisic;3;75;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4199;C;Loftus-Cheek;Milan;14;3.0;;5;33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6224;C;Reijnders;Milan;13;4.0;;5;40;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2818;C;Bennacer;Milan;9;2.6;;3;9;28;6.23;6.46;28;6.27;6.41;21;5.74;5.69;31;6.03;5.9;37;5.9;5.86
5295;C;Musah;Milan;9;3.0;Krunic;3;18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
148;C;Krunic;Milan;7;2.1;Musah;4;14;22;5.95;5.82;23;6.13;6.15;25;5.88;6.12;15;5.77;5.73;33;6.0;6.5
5298;C;Pobega;Milan;6;3.0;;3;8;14;5.96;6.25;31;6.26;6.5;20;6.1;6.85;0;0.0;0.0;0;0.0;0.0
5510;C;Romero L.;Milan;3;2.0;;1;8;2;6.25;7.75;2;5.5;5.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5875;C;Adli;Milan;1;1.0;;1;3;4;5.62;5.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4510;A;Rafael Leao;Milan;32;4.6;;5;282;34;6.47;7.9;34;6.63;7.84;30;6.02;6.78;31;6.07;6.78;0;0.0;0.0
4200;A;Giroud;Milan;28;4.0;;5;200;33;6.24;7.42;29;6.26;7.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6227;A;Okafor;Milan;16;3.0;;3;52;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2438;A;Jovic;Milan;13;2.7;;3;28;27;5.98;6.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5876;P;Di Gregorio;Monza;12;3.4;;5;37;37;6.28;4.99;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
217;P;Lamanna;Monza;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5853;P;Sorrentino A.;Monza;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6255;P;Gori;Monza;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4530;D;Kyriakopoulos;Monza;8;2.9;Birindelli;3;15;21;6.05;6.21;25;5.88;5.92;23;5.79;5.86;26;6.0;6.0;0;0.0;0.0
4904;D;Mari';Monza;8;3.0;;5;18;29;5.93;5.97;15;6.27;6.57;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
226;D;Izzo;Monza;7;2.6;;5;18;29;6.03;5.97;9;5.83;5.61;25;5.96;6.14;31;5.79;5.74;37;6.23;6.5
253;D;D'ambrosio;Monza;7;3.4;Caldirola;3;14;13;5.96;5.96;15;6.23;6.47;19;6.06;7.12;22;6.08;6.58;30;5.95;6.19
4958;D;Caldirola;Monza;7;2.4;D'ambrosio;4;10;30;5.93;6.03;0;0.0;0.0;25;5.75;5.91;0;0.0;0.0;0;0.0;0.0
5838;D;Birindelli;Monza;6;1.0;Kyriakopoulos;4;5;30;5.83;5.77;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4925;D;Carboni A.;Monza;3;1.0;;2;3;3;5.33;5.33;28;5.64;5.46;15;5.64;5.64;7;5.5;5.0;0;0.0;0.0
5757;D;Cittadini;Monza;2;1.0;;1;4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
729;D;Pereira P.;Monza;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;35;5.72;5.75;0;0.0;0.0;26;5.52;5.5
2737;D;Bettella;Monza;1;1.0;;1;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6149;D;Carboni F.;Monza;1;1.0;;1;1;2;6.25;6.25;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5880;C;Ciurria;Monza;14;4.0;;5;42;35;6.19;6.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
2741;C;Pessina;Monza;13;3.8;;5;40;35;6.14;6.57;24;5.9;6.06;28;6.23;6.46;35;6.04;6.56;12;6.1;6.3
5878;C;Colpani;Monza;12;3.6;;5;25;24;6.1;6.62;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
801;C;Gagliardini;Monza;7;2.6;;5;12;13;5.62;5.46;15;6.1;6.57;28;6.05;6.5;24;5.94;6.33;19;6.1;6.97
666;C;Machin;Monza;6;1.6;;2;6;21;5.9;5.9;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;5.75;6.25
5286;C;Akpa Akpro;Monza;2;1.4;;2;3;24;6.04;6.0;6;5.33;5.25;32;5.96;5.82;0;0.0;0.0;0;0.0;0.0
5879;C;Vignato S.;Monza;2;1.0;;1;1;2;6.25;6.75;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
5992;C;Bondo;Monza;1;1.0;;1;1;2;5.75;5.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
6106;C;Carboni V.;Monza;1;1.0;;1;4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
1958;A;Caprari;Monza;14;2.9;;5;41;36;6.03;6.4;34;6.54;7.75;30;6.0;6.52;30;5.94;6.42;21;6.0;6.93
5882;A;Mota;Monza;10;2.7;Colombo;3;16;29;6.09;6.64;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
4923;A;Colombo;Monza;9;2.3;Mota;4;40;26;5.94;6.37;0;0.0;0.0;4;5.75;5.75;1;0.0;0.0;0;0.0;0.0
